Text1,Text,Root
Kelly Oubre Jr.,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,20,WAS,NBA,SF,63,671,8.2,.507,.374,.232,4.1,18.4,11.1,2.8,1.6,0.8,12.8,17.4,,-0.3,0.7,0.4,.031,,-4.6,-0.5,-5.1,-0.5
2016-17,21,WAS,NBA,SF,79,1605,9.1,.516,.425,.224,4.3,14.0,9.2,4.0,1.8,0.9,9.3,14.6,,0.6,1.5,2.0,.061,,-3.2,0.0,-3.2,-0.5
2017-18,22,WAS,NBA,SF,81,2231,11.9,.534,.467,.295,3.0,15.4,9.2,6.4,1.8,1.4,9.2,19.4,,1.4,2.3,3.7,.080,,-1.6,-0.1,-1.7,0.2
2018-19,23,TOT,NBA,SF,69,1935,15.2,.551,.401,.290,4.0,14.6,9.2,6.8,2.1,2.5,9.8,23.2,,0.9,1.3,2.2,.054,,-0.3,-0.9,-1.2,0.4
2018-19,23,WAS,NBA,SF,29,755,13.3,.545,.433,.279,3.4,15.3,9.3,3.8,1.7,2.2,8.1,20.9,,0.3,0.5,0.8,.053,,-1.4,-1.2,-2.6,-0.1
2018-19,23,PHO,NBA,SF,40,1180,16.4,.555,.384,.296,4.3,14.2,9.2,8.7,2.3,2.8,10.7,24.7,,0.5,0.8,1.3,.054,,0.4,-0.8,-0.4,0.5
2019-20,24,PHO,NBA,SF,56,1933,14.9,.560,.372,.298,3.8,17.1,10.4,6.6,1.7,1.8,8.2,22.4,,1.7,2.1,3.8,.093,,-0.3,-0.3,-0.5,0.7
Career,,,NBA,,348,8375,12.5,.541,.412,.280,3.7,15.6,9.6,5.8,1.8,1.6,9.3,19.9,,4.2,7.9,12.1,.069,,-1.5,-0.4,-1.9,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,WAS,NBA,,252,5262,10.8,.528,.439,.267,3.6,15.3,9.4,4.9,1.7,1.3,9.5,17.9,,2.0,5.0,7.0,.064,,-2.4,-0.3,-2.7,-1.0
2 seasons,,PHO,NBA,,96,3113,15.5,.558,.376,.297,4.0,16.0,9.9,7.4,2.0,2.2,9.2,23.3,,2.2,2.9,5.1,.078,,0.0,-0.5,-0.5,1.2",undefined
Terry Rozier,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,21,BOS,NBA,PG,39,311,5.0,.326,.255,.094,8.1,13.5,10.8,16.5,0.9,0.3,14.7,17.7,,-0.6,0.3,-0.3,-0.047,,-4.7,-1.4,-6.1,-0.3
2016-17,22,BOS,NBA,PG,74,1263,10.9,.466,.436,.161,3.6,16.3,10.0,15.2,1.8,0.7,9.7,17.1,,0.0,1.4,1.4,.054,,-1.6,0.1,-1.4,0.2
2017-18,23,BOS,NBA,PG,80,2068,15.1,.520,.503,.186,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,,2.2,3.4,5.6,.130,,0.9,1.2,2.1,2.1
2018-19,24,BOS,NBA,PG,79,1791,12.9,.501,.506,.140,1.9,16.4,9.1,17.7,1.8,1.0,8.8,18.6,,0.9,2.3,3.2,.086,,-0.7,0.5,-0.2,0.8
2019-20,25,CHO,NBA,PG,63,2164,14.8,.553,.450,.202,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,,1.9,1.1,3.0,.066,,0.8,-1.2,-0.4,0.8
Career,,,NBA,,335,7597,13.4,.512,.468,.174,3.0,15.0,9.0,18.0,1.7,0.7,10.1,20.3,,4.4,8.5,12.9,.082,,-0.2,0.1,-0.1,3.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BOS,NBA,,272,5433,12.8,.492,.477,.160,3.2,16.2,9.7,17.0,1.8,0.8,9.2,18.9,,2.5,7.4,9.9,.088,,-0.6,0.6,0.0,2.8
1 season,,CHO,NBA,,63,2164,14.8,.553,.450,.202,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,,1.9,1.1,3.0,.066,,0.8,-1.2,-0.4,0.8",undefined
Rashad Vaughn,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,19,MIL,NBA,SG,70,1001,4.2,.398,.553,.056,1.3,8.7,5.0,5.5,1.5,1.4,9.3,13.5,,-1.2,0.4,-0.8,-0.036,,-4.4,-1.3,-5.7,-0.9
2016-17,20,MIL,NBA,SG,41,458,7.8,.449,.519,.032,1.0,11.3,6.2,7.4,2.1,1.9,8.1,17.2,,-0.5,0.4,0.0,-0.005,,-3.2,-0.4,-3.6,-0.2
2017-18,21,TOT,NBA,SG,28,212,9.3,.546,.661,.107,1.6,9.8,5.7,8.7,1.2,1.2,9.3,13.7,,0.1,0.1,0.2,.050,,-1.3,-1.4,-2.6,0.0
2017-18,21,MIL,NBA,SG,22,173,11.1,.560,.700,.120,1.4,10.1,5.8,9.9,1.2,1.5,7.1,14.8,,0.2,0.1,0.3,.073,,-0.1,-1.2,-1.3,0.0
2017-18,21,BRK,NBA,SG,1,4,4.1,,,,0.0,0.0,0.0,31.7,0.0,0.0,,0.0,,0.0,0.0,0.0,.106,,-5.0,-0.2,-5.3,0.0
2017-18,21,ORL,NBA,SG,5,35,1.1,.417,.333,.000,3.1,9.5,6.3,0.0,1.4,0.0,25.0,10.1,,-0.1,0.0,-0.1,-0.070,,-6.8,-2.2,-9.0,-0.1
Career,,,NBA,,139,1671,5.9,.432,.554,.054,1.2,9.6,5.4,6.4,1.6,1.5,8.9,14.5,,-1.5,0.9,-0.6,-0.017,,-3.7,-1.0,-4.7,-1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIL,NBA,,133,1632,6.0,.432,.557,.055,1.2,9.6,5.4,6.5,1.6,1.5,8.7,14.7,,-1.4,0.9,-0.5,-0.016,,-3.6,-1.0,-4.7,-1.1
1 season,,ORL,NBA,,5,35,1.1,.417,.333,.000,3.1,9.5,6.3,0.0,1.4,0.0,25.0,10.1,,-0.1,0.0,-0.1,-0.070,,-6.8,-2.2,-9.0,-0.1
1 season,,BRK,NBA,,1,4,4.1,,,,0.0,0.0,0.0,31.7,0.0,0.0,,0.0,,0.0,0.0,0.0,.106,,-5.0,-0.2,-5.3,0.0",undefined
Sam Dekker,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,21,HOU,NBA,PF,3,6,10.8,,,,0.0,18.5,9.2,0.0,8.2,0.0,,0.0,,0.0,0.0,0.0,.116,,-2.8,5.1,2.2,0.0
2016-17,22,HOU,NBA,PF,77,1419,13.1,.549,.436,.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,,1.9,1.2,3.1,.104,,0.3,-0.6,-0.2,0.6
2017-18,23,LAC,NBA,PF,73,883,11.5,.534,.232,.216,5.6,16.0,10.8,6.2,1.3,0.9,10.4,15.5,,0.6,0.6,1.2,.066,,-2.3,-0.6,-2.9,-0.2
2018-19,24,TOT,NBA,PF,47,788,13.3,.519,.242,.180,7.2,13.5,10.2,8.3,2.3,0.7,8.0,16.2,,0.6,0.5,1.0,.064,,-1.0,-0.7,-1.8,0.1
2018-19,24,CLE,NBA,PF,9,169,14.0,.544,.271,.208,5.7,16.5,10.8,7.9,3.2,0.0,8.7,14.9,,0.2,0.1,0.3,.080,,-0.9,-0.1,-1.1,0.0
2018-19,24,WAS,NBA,PF,38,619,13.2,.514,.236,.173,7.6,12.6,10.1,8.4,2.1,1.0,7.8,16.6,,0.4,0.4,0.8,.059,,-1.0,-0.9,-1.9,0.0
Career,,,NBA,,200,3096,12.7,.537,.327,.180,6.7,14.7,10.7,7.4,1.6,1.0,8.8,15.4,,3.0,2.3,5.4,.083,,-0.8,-0.6,-1.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,HOU,NBA,,80,1425,13.0,.549,.436,.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.8,,1.9,1.2,3.1,.105,,0.3,-0.5,-0.2,0.6
1 season,,LAC,NBA,,73,883,11.5,.534,.232,.216,5.6,16.0,10.8,6.2,1.3,0.9,10.4,15.5,,0.6,0.6,1.2,.066,,-2.3,-0.6,-2.9,-0.2
1 season,,WAS,NBA,,38,619,13.2,.514,.236,.173,7.6,12.6,10.1,8.4,2.1,1.0,7.8,16.6,,0.4,0.4,0.8,.059,,-1.0,-0.9,-1.9,0.0
1 season,,CLE,NBA,,9,169,14.0,.544,.271,.208,5.7,16.5,10.8,7.9,3.2,0.0,8.7,14.9,,0.2,0.1,0.3,.080,,-0.9,-0.1,-1.1,0.0",undefined
Jerian Grant,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,23,NYK,NBA,PG,76,1265,11.2,.479,.256,.315,2.0,10.2,6.2,21.8,2.0,0.6,16.3,19.0,,-0.2,1.0,0.8,.030,,-2.8,-0.3,-3.1,-0.3
2016-17,24,CHI,NBA,PG,63,1028,13.2,.555,.445,.243,1.8,9.9,5.8,17.4,2.3,0.6,11.7,16.0,,1.4,1.2,2.5,.119,,-1.3,1.4,0.1,0.6
2017-18,25,CHI,NBA,PG,74,1686,14.3,.528,.372,.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,,2.3,1.0,3.3,.094,,-0.9,-0.5,-1.3,0.3
2018-19,26,ORL,NBA,PG,60,939,10.8,.526,.500,.182,2.1,9.1,5.6,22.4,2.3,0.5,17.7,13.4,,0.5,1.1,1.7,.085,,-2.9,1.3,-1.6,0.1
2019-20,27,WAS,NBA,SG,6,80,6.6,.449,.296,.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,,0.0,0.0,0.0,-0.018,,-4.8,-2.0,-6.8,-0.1
Career,,,NBA,,279,4998,12.5,.518,.374,.299,2.0,9.6,5.7,23.7,2.0,0.5,14.4,16.8,,4.0,4.3,8.3,.080,,-1.9,0.3,-1.6,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHI,NBA,,137,2714,13.9,.538,.399,.325,1.9,9.6,5.6,25.3,2.0,0.5,12.6,16.9,,3.7,2.2,5.9,.103,,-1.0,0.3,-0.8,0.8
1 season,,NYK,NBA,,76,1265,11.2,.479,.256,.315,2.0,10.2,6.2,21.8,2.0,0.6,16.3,19.0,,-0.2,1.0,0.8,.030,,-2.8,-0.3,-3.1,-0.3
1 season,,ORL,NBA,,60,939,10.8,.526,.500,.182,2.1,9.1,5.6,22.4,2.3,0.5,17.7,13.4,,0.5,1.1,1.7,.085,,-2.9,1.3,-1.6,0.1
1 season,,WAS,NBA,,6,80,6.6,.449,.296,.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,,0.0,0.0,0.0,-0.018,,-4.8,-2.0,-6.8,-0.1",undefined
Delon Wright,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,23,TOR,NBA,PG,27,229,17.8,.540,.163,.438,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,,0.3,0.2,0.6,.124,,1.1,-0.3,0.9,0.2
2016-17,24,TOR,NBA,PG,27,446,15.0,.535,.259,.474,4.1,8.1,6.1,18.2,3.1,2.1,15.1,16.6,,0.5,0.6,1.1,.117,,-0.1,2.1,2.0,0.5
2017-18,25,TOR,NBA,PG,69,1433,16.5,.574,.354,.271,3.6,11.7,7.7,19.6,2.5,1.8,13.9,17.2,,2.5,2.1,4.5,.152,,1.4,1.8,3.3,1.9
2018-19,26,TOT,NBA,PG,75,1699,15.5,.523,.301,.269,4.4,12.8,8.6,21.6,2.5,1.6,11.0,18.1,,1.9,2.4,4.3,.121,,0.1,1.4,1.5,1.5
2018-19,26,TOR,NBA,PG,49,897,14.5,.527,.307,.208,4.8,10.1,7.5,16.8,2.5,1.4,10.4,17.1,,1.0,1.3,2.3,.123,,0.1,1.6,1.7,0.8
2018-19,26,MEM,NBA,PG,26,802,16.6,.519,.294,.336,4.0,15.9,9.9,26.9,2.6,1.8,11.6,19.2,,0.9,1.1,2.0,.119,,0.0,1.2,1.2,0.6
2019-20,27,DAL,NBA,PG,73,1570,15.4,.554,.309,.243,4.7,13.8,9.4,21.0,2.6,1.2,13.8,14.4,,2.6,1.8,4.4,.134,,0.0,1.8,1.9,1.5
Career,,,NBA,,271,5377,15.8,.546,.307,.286,4.2,12.5,8.4,20.7,2.6,1.6,13.0,16.8,,7.8,7.1,14.9,.133,,0.5,1.6,2.1,5.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,TOR,NBA,,172,3005,15.8,.551,.311,.291,4.1,10.9,7.5,18.8,2.5,1.7,13.1,17.4,,4.4,4.1,8.5,.136,,0.8,1.6,2.4,3.4
1 season,,DAL,NBA,,73,1570,15.4,.554,.309,.243,4.7,13.8,9.4,21.0,2.6,1.2,13.8,14.4,,2.6,1.8,4.4,.134,,0.0,1.8,1.9,1.5
1 season,,MEM,NBA,,26,802,16.6,.519,.294,.336,4.0,15.9,9.9,26.9,2.6,1.8,11.6,19.2,,0.9,1.1,2.0,.119,,0.0,1.2,1.2,0.6",undefined
Justin Anderson,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,22,DAL,NBA,SF,55,647,12.3,.522,.474,.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,,0.3,0.8,1.1,.083,,-1.1,1.4,0.3,0.4
2016-17,23,TOT,NBA,SF,75,1228,13.9,.537,.442,.294,6.2,16.9,11.4,8.8,1.7,1.6,11.7,20.9,,0.6,1.3,1.9,.074,,-0.9,-0.4,-1.3,0.2
2016-17,23,DAL,NBA,SF,51,710,14.7,.521,.440,.318,6.1,18.9,12.2,7.6,2.1,2.0,11.2,23.6,,0.1,0.9,1.0,.067,,-1.0,0.0,-1.0,0.2
2016-17,23,PHI,NBA,SF,24,518,12.8,.564,.444,.253,6.4,14.1,10.2,10.4,1.2,1.1,12.6,17.2,,0.5,0.4,0.9,.084,,-0.8,-1.0,-1.9,0.0
2017-18,24,PHI,NBA,SF,38,519,13.0,.540,.510,.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,,0.6,0.7,1.2,.115,,-0.6,-0.3,-0.9,0.1
2018-19,25,ATL,NBA,SF,48,463,11.2,.516,.490,.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,,0.1,0.4,0.4,.043,,-2.4,-0.3,-2.7,-0.1
2019-20,26,BRK,NBA,SG,10,107,3.2,.352,.763,.105,1.0,18.9,10.2,10.1,0.0,4.7,9.1,17.1,,-0.2,0.1,-0.1,-0.054,,-6.8,-0.9,-7.7,-0.2
Career,,,NBA,,226,2964,12.6,.525,.481,.258,5.1,16.4,10.7,7.8,1.6,2.1,10.6,18.8,,1.3,3.3,4.6,.074,,-1.4,0.0,-1.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DAL,NBA,,106,1357,13.5,.521,.454,.316,4.6,19.1,11.7,7.2,1.8,2.6,11.1,19.9,,0.4,1.7,2.1,.075,,-1.1,0.7,-0.4,0.6
2 seasons,,PHI,NBA,,62,1037,12.9,.550,.481,.217,5.9,13.8,9.9,8.7,1.3,1.1,9.5,18.3,,1.1,1.1,2.1,.099,,-0.7,-0.7,-1.4,0.2
1 season,,ATL,NBA,,48,463,11.2,.516,.490,.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,,0.1,0.4,0.4,.043,,-2.4,-0.3,-2.7,-0.1
1 season,,BRK,NBA,,10,107,3.2,.352,.763,.105,1.0,18.9,10.2,10.1,0.0,4.7,9.1,17.1,,-0.2,0.1,-0.1,-0.054,,-6.8,-0.9,-7.7,-0.2",undefined
Bobby Portis,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,20,CHI,NBA,PF,62,1102,13.8,.469,.119,.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,,0.3,1.3,1.5,.066,,-1.5,-1.8,-3.3,-0.4
2016-17,21,CHI,NBA,PF,64,1000,14.9,.545,.256,.157,8.0,24.0,16.0,5.7,0.8,0.9,8.4,19.1,,1.1,1.2,2.4,.114,,-0.6,-0.9,-1.5,0.1
2017-18,22,CHI,NBA,PF,73,1643,19.7,.548,.275,.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,,2.0,1.5,3.5,.101,,2.2,-1.3,0.8,1.2
2018-19,23,TOT,NBA,PF,50,1299,16.1,.529,.304,.154,9.0,24.9,16.8,8.8,1.3,1.3,9.9,24.6,,0.5,1.1,1.6,.060,,-0.2,-2.3,-2.4,-0.1
2018-19,23,CHI,NBA,PF,22,531,17.2,.529,.266,.185,9.3,23.8,16.5,9.2,1.0,1.3,9.0,26.5,,0.3,0.4,0.7,.062,,0.5,-2.4,-1.9,0.0
2018-19,23,WAS,NBA,PF,28,768,15.3,.530,.333,.132,8.8,25.7,17.1,8.4,1.5,1.3,10.6,23.3,,0.2,0.7,0.9,.058,,-0.6,-2.2,-2.8,-0.2
2019-20,24,NYK,NBA,PF,66,1393,14.6,.530,.317,.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,,0.9,1.0,1.9,.064,,0.0,-1.1,-1.1,0.3
Career,,,NBA,,315,6437,16.1,.528,.264,.166,9.0,22.5,15.6,9.7,1.2,1.2,10.1,22.8,,4.8,6.1,10.8,.081,,0.2,-1.5,-1.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHI,NBA,,221,4276,16.8,.527,.234,.175,10.0,22.6,16.2,9.5,1.2,1.2,9.9,23.1,,3.6,4.4,8.0,.090,,0.4,-1.5,-1.1,1.0
1 season,,NYK,NBA,,66,1393,14.6,.530,.317,.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,,0.9,1.0,1.9,.064,,0.0,-1.1,-1.1,0.3
1 season,,WAS,NBA,,28,768,15.3,.530,.333,.132,8.8,25.7,17.1,8.4,1.5,1.3,10.6,23.3,,0.2,0.7,0.9,.058,,-0.6,-2.2,-2.8,-0.2",undefined
Rondae Hollis-Jefferson,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,21,BRK,NBA,SF,29,615,14.2,.519,.101,.377,7.0,21.4,14.1,10.1,3.2,2.1,13.9,13.5,,0.5,0.7,1.2,.094,,-1.4,2.2,0.8,0.4
2016-17,22,BRK,NBA,SF,78,1761,13.7,.517,.124,.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,,0.4,2.2,2.6,.070,,-2.2,0.9,-1.3,0.3
2017-18,23,BRK,NBA,SF,68,1920,16.9,.548,.075,.436,5.5,20.0,12.7,14.2,1.6,1.9,12.3,22.2,,2.1,2.0,4.1,.103,,-0.3,0.4,0.1,1.0
2018-19,24,BRK,NBA,SF,59,1234,12.5,.464,.101,.376,7.1,19.2,13.2,11.7,1.7,1.7,10.7,21.6,,-0.5,1.7,1.2,.047,,-3.0,0.4,-2.6,-0.2
2019-20,25,TOR,NBA,PF,60,1122,15.1,.533,.070,.435,10.6,15.9,13.3,13.6,2.0,2.0,13.1,17.2,,1.4,2.0,3.4,.146,,-1.2,1.5,0.3,0.6
Career,,,NBA,,294,6652,14.7,.518,.093,.427,6.9,19.6,13.3,13.1,2.0,1.9,12.9,19.5,,4.0,8.5,12.5,.090,,-1.6,0.9,-0.7,2.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BRK,NBA,,234,5530,14.6,.516,.097,.425,6.1,20.3,13.2,13.0,2.0,1.9,12.9,20.0,,2.6,6.5,9.1,.079,,-1.7,0.8,-0.9,1.6
1 season,,TOR,NBA,,60,1122,15.1,.533,.070,.435,10.6,15.9,13.3,13.6,2.0,2.0,13.1,17.2,,1.4,2.0,3.4,.146,,-1.2,1.5,0.3,0.6",undefined
Tyus Jones,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,19,MIN,NBA,PG,37,573,11.2,.450,.340,.250,1.4,8.0,4.8,27.7,2.7,0.4,16.0,16.1,,0.0,0.3,0.3,.027,,-1.9,-0.5,-2.4,-0.1
2016-17,20,MIN,NBA,PG,60,774,13.8,.523,.403,.238,1.5,8.7,5.0,28.0,3.1,0.6,16.0,13.6,,1.0,0.6,1.5,.096,,-0.6,0.7,0.2,0.4
2017-18,21,MIN,NBA,PG,82,1467,14.1,.572,.393,.247,1.2,9.2,5.2,21.2,3.2,0.4,14.0,12.7,,2.3,1.2,3.6,.117,,-0.8,1.7,0.8,1.1
2018-19,22,MIN,NBA,PG,68,1560,13.7,.491,.283,.155,1.6,7.7,4.6,28.3,2.5,0.3,9.0,14.1,,2.1,0.9,3.0,.091,,-0.9,0.3,-0.6,0.6
2019-20,23,MEM,NBA,PG,65,1232,15.7,.532,.289,.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,,1.9,1.1,3.0,.117,,0.4,0.2,0.6,0.8
Career,,,NBA,,312,5606,14.0,.520,.328,.188,1.3,8.3,4.8,27.1,2.7,0.4,12.2,14.6,,7.3,4.1,11.4,.098,,-0.6,0.6,0.0,2.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIN,NBA,,247,4374,13.5,.515,.343,.209,1.4,8.4,4.9,25.8,2.9,0.4,12.7,13.8,,5.4,3.0,8.4,.092,,-0.9,0.7,-0.2,2.0
1 season,,MEM,NBA,,65,1232,15.7,.532,.289,.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,,1.9,1.1,3.0,.117,,0.4,0.2,0.6,0.8",undefined
Jarell Martin,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,21,MEM,NBA,PF,27,380,14.0,.534,.017,.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,,0.5,0.2,0.8,.100,,-2.0,-1.8,-3.7,-0.2
2016-17,22,MEM,NBA,PF,42,558,8.7,.477,.166,.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,,-0.2,0.8,0.6,.054,,-5.3,-0.6,-5.8,-0.5
2017-18,23,MEM,NBA,PF,73,1661,10.5,.516,.198,.234,6.6,15.8,11.1,7.0,1.2,2.8,13.6,17.1,,0.1,1.2,1.3,.038,,-3.3,-0.7,-4.0,-0.8
2018-19,24,ORL,NBA,PF,42,328,9.4,.528,.548,.106,3.5,20.5,11.9,7.8,0.4,2.0,9.2,15.9,,0.1,0.4,0.5,.073,,-3.7,-0.2,-3.9,-0.2
Career,,,NBA,,184,2927,10.5,.513,.210,.276,7.2,18.0,12.5,6.1,1.2,2.3,12.9,17.1,,0.6,2.7,3.2,.053,,-3.5,-0.8,-4.3,-1.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MEM,NBA,,142,2599,10.6,.511,.164,.299,7.7,17.7,12.5,5.9,1.3,2.3,13.3,17.3,,0.5,2.3,2.7,.051,,-3.5,-0.8,-4.3,-1.5
1 season,,ORL,NBA,,42,328,9.4,.528,.548,.106,3.5,20.5,11.9,7.8,0.4,2.0,9.2,15.9,,0.1,0.4,0.5,.073,,-3.7,-0.2,-3.9,-0.2",undefined
Jarell Martin,,
Larry Nance Jr.,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-16,23,LAL,NBA,PF,63,1266,13.4,.544,.033,.157,8.3,18.6,13.3,5.7,2.1,1.4,11.3,12.6,,1.3,0.9,2.2,.083,,-1.7,0.2,-1.5,0.2
2016-17,24,LAL,NBA,PF,63,1442,15.7,.567,.100,.222,8.8,19.6,14.0,9.7,2.8,2.2,12.4,13.4,,2.1,1.5,3.5,.118,,-0.6,1.2,0.6,1.0
2017-18,25,TOT,NBA,C,66,1421,20.2,.605,.029,.332,12.4,22.0,17.3,8.6,3.0,2.2,9.7,15.9,,3.5,2.3,5.8,.196,,0.9,1.5,2.4,1.6
2017-18,25,LAL,NBA,C,42,922,19.4,.618,.016,.344,12.6,20.2,16.4,9.2,3.1,1.8,12.3,15.3,,2.1,1.5,3.7,.191,,0.6,1.8,2.4,1.0
2017-18,25,CLE,NBA,C,24,499,21.5,.585,.050,.313,12.1,25.5,18.9,7.6,2.8,3.1,5.2,17.0,,1.4,0.7,2.1,.206,,1.5,0.7,2.2,0.5
2018-19,26,CLE,NBA,C,67,1795,18.6,.583,.205,.280,10.0,24.9,17.1,17.8,2.8,1.9,15.3,15.5,,3.3,1.6,4.9,.131,,1.0,1.4,2.4,2.0
2019-20,27,CLE,NBA,PF,56,1472,17.3,.608,.369,.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,,2.8,1.1,3.9,.128,,1.4,0.4,1.7,1.4
Career,,,NBA,,315,7396,17.2,.584,.159,.238,9.5,21.8,15.5,11.3,2.5,1.8,12.2,14.6,,13.0,7.4,20.4,.132,,0.3,1.0,1.2,6.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,168,3630,15.8,.574,.055,.234,9.6,19.4,14.3,8.2,2.6,1.8,12.0,13.6,,5.5,3.9,9.4,.124,,-0.7,1.0,0.3,2.2
3 seasons,,CLE,NBA,,147,3766,18.5,.593,.248,.241,9.4,24.2,16.7,14.3,2.4,1.8,12.4,15.6,,7.5,3.5,11.0,.140,,1.2,0.9,2.1,4.0",undefined
